File,DER,Miss Duration,Speaker Error Duration,False Alarm Duration
aggyz.rttm,0.7350745252915005,0.4195798756867579,0.1519365341364507,0.15193653413645072
aiqwk.rttm,0.4864381520119228,-0.14642730415564165,0.3161369465819117,0.3161369465819117
aorju.rttm,0.5139196388374282,0.1317611266952356,0.0010738454031502254,0.001073845403150211
auzru.rttm,0.23572721646952696,0.13649802495522875,0.0037565363708537136,0.003756536370853713
bgvvt.rttm,0.10725185128129655,-0.0015535472864224547,0.0015535472864224547,0.0015535472864224547
bidnq.rttm,0.5770970628723188,0.012229407141730743,0.0008164138719888824,0.0008164138719888833
bjruf.rttm,0.3256661232017842,0.00030606982734733063,0.004750299663127514,0.004750299663127514
bmsyn.rttm,0.5311735981299027,0.0002202549114763457,0.0014925501581322547,0.0014925501581322547
bpzsc.rttm,0.5402271258485104,-0.000684846907865606,0.0008608192260061316,0.0008608192260061316
bvqnu.rttm,0.9856396893637892,-0.4087150334697978,0.6971773614167935,0.6971773614167935
bxcfq.rttm,0.5974656952576766,-0.3744890205668822,0.4851606847539444,0.4851606847539444
byapz.rttm,0.7015804771024018,-0.001413664671200446,0.001413664671200446,0.001413664671200446
cadba.rttm,0.4815432014507732,-0.44174287775676135,0.46063334828305663,0.4606333482830567
cawnd.rttm,0.5685995268718306,0.05449965110733254,0.18969113630805237,0.18969113630805237
clfcg.rttm,0.7483262178795952,-0.6107610234516557,0.6795436206656255,0.6795436206656255
crylr.rttm,0.47949652202716114,0.13732482158451018,0.006654220241500808,0.006654220241500798
cvofp.rttm,0.46328446397906936,0.08948724926459178,0.02716428943030061,0.027164289430300605
cwbvu.rttm,0.5063889045407346,0.16937318382690314,0.016591671965934446,0.01659167196593444
dgvwu.rttm,0.49303492342084465,0.33596578803315275,0.006701432215513448,0.006701432215513443
diysk.rttm,0.4229952369438742,0.015163266331455403,0.0010390494642197358,0.0010390494642197343
duvox.rttm,0.3974845706324,-0.00028086387224596416,0.001176549349782487,0.001176549349782487
dxbbt.rttm,0.69426673765721,-0.6370394996351713,0.6655007118805322,0.6655007118805322
dzxut.rttm,0.6733283420147576,-0.0032678456321291434,0.0032678456321291434,0.0032678456321291434
eauve.rttm,0.788425630802262,-0.00028943552343632894,0.00032649617036650136,0.0003264961703665013
eazeq.rttm,0.24332629367660039,0.005328908406244022,0.11100644743164273,0.11100644743164273
eddje.rttm,0.3652405386329413,-0.0030621720183499463,0.003085660597533293,0.003085660597533293
eguui.rttm,0.5925169761093688,-0.4153540731382678,0.5039355246238183,0.5039355246238183
eoyaz.rttm,0.45619246012481135,-0.10305364062458622,0.276636714302107,0.276636714302107
epygx.rttm,0.6732058618082787,0.02460354277587035,0.0005525243782786536,0.0005525243782786587
eqsta.rttm,0.5968351977438937,-0.000666231315947042,0.0007838724868595837,0.0007838724868595836
erslt.rttm,0.6806036546887518,-0.005370593316296619,0.005370593316296619,0.005370593316296619
eucfa.rttm,0.6345516144644954,0.25116227615294195,0.022631542556869222,0.02263154255686925
ezxso.rttm,0.7022609542643778,-0.20503401762127527,0.4535069880015936,0.4535069880015936
fijfi.rttm,0.6044804736488553,-3.497820283271148e-05,0.0007946366566457311,0.0007946366566457311
fowhl.rttm,0.4631740124395757,0.3075547961385268,0.00596226799315025,0.005962267993150227
fpfvy.rttm,0.514924928163198,0.3588110295656808,0.02516349612112978,0.025163496121129846
fxnwf.rttm,0.4372279234282547,-0.0027650531936273394,0.0027650531936273394,0.0027650531936273394
fyqoe.rttm,0.4349189237885435,-0.004450715439206681,0.00519193322283342,0.00519193322283342
fzwtp.rttm,0.31895432061982565,0.17516963102471567,0.026587278583147855,0.026587278583147855
gcfwp.rttm,0.5130953547324102,0.007099270981532362,0.003527798055122794,0.0035277980551227934
gcvrb.rttm,0.17988275917796084,0.01694774940298929,0.06526039983242903,0.06526039983242903
gfneh.rttm,0.2663081221313112,0.08827645845805898,0.012789197099713961,0.012789197099713967
gmmwm.rttm,0.7254038672041636,-0.002816570708590589,0.002816570708590589,0.002816570708590589
gtnjb.rttm,0.7605278063101724,-0.4179704655143142,0.5851832083776276,0.5851832083776276
gukoa.rttm,0.605284319728883,0.013457357710538503,0.005215633292186269,0.005215633292186269
guvqf.rttm,0.6816709361031463,8.885474743438836e-05,0.0005625904586237416,0.0005625904586237416
gwloo.rttm,0.6294322321598311,-0.0009286145612438068,0.0009286145612438068,0.0009286145612438068
gzhwb.rttm,0.5022765477525903,0.049578129067197156,0.0009429494620997181,0.0009429494620997182
hcyak.rttm,0.9416562202330396,-0.440535316113024,0.6906850781923622,0.6906850781923622
heolf.rttm,0.3513831255969528,0.2492967506422772,0.0016344421345910187,0.0016344421345910545
hhepf.rttm,0.2602595859381016,-0.08382172487051541,0.17201570827949159,0.17201570827949159
hqhrb.rttm,0.8955340962247267,-0.8797989270024463,0.8876665116135866,0.8876665116135865
iabca.rttm,0.5415899495719481,-0.006701402268424672,0.006701402268424672,0.006701402268424672
iacod.rttm,0.6594663599318099,-0.5455515444274401,0.5875393127635193,0.5875393127635193
ibrnm.rttm,0.41253657407182154,0.229876637520943,0.019378601654023858,0.01937860165402387
ifwki.rttm,0.7127956948291854,-0.3060396857111685,0.5093748890428211,0.5093748890428211
iiprr.rttm,0.2849119141548914,0.07868557986188131,0.0013638053109858994,0.0013638053109859044
ikhje.rttm,0.5361438030492657,0.010715963081097481,0.0011415061251615344,0.0011415061251615355
isxwc.rttm,0.9887718206200856,-0.037644517268841146,0.5132081689444634,0.5132081689444634
jdrwl.rttm,0.2796261617089807,0.04432809182432699,0.00266516764931278,0.0026651676493127776
jeymh.rttm,0.8794480471919558,-0.3736278337029796,0.6264862959178978,0.6264862959178978
jgiyq.rttm,0.8958583946061947,-0.3611513001733317,0.6284989823084941,0.6284989823084941
jjkrt.rttm,0.4266487211478247,0.15442541959909717,0.13489084515258248,0.13489084515258248
jsbdo.rttm,0.3747540107391101,-0.24992609294675133,0.31045812942601947,0.31045812942601947
jsymf.rttm,0.3228736171289558,0.09551403468593625,0.0014652356003605066,0.0014652356003605062
jwggf.rttm,0.25787549020212325,0.03701237991589487,0.0013507149551727077,0.0013507149551727105
jxpom.rttm,0.717391155566626,-0.0007230299215255288,0.0009427520736725742,0.0009427520736725742
jzkzt.rttm,0.5382668611645864,0.001291137448727131,0.0007677958573688586,0.0007677958573688587
kajfh.rttm,0.6918036329969867,0.059620888591151,0.0008697310335035596,0.0008697310335035615
kgjaa.rttm,0.6338610186961259,-0.47676592942016816,0.5552605187305889,0.5552605187305889
kmjvh.rttm,0.1526604543180093,0.031936335500523175,0.05810377913196725,0.058103779131967244
kmunk.rttm,0.7296566468973013,-0.7269306738643444,0.7282119158273567,0.7282119158273568
kpjud.rttm,0.8256534939700746,-0.7031812848520039,0.7638803207896363,0.7638803207896363
ktvto.rttm,0.6316098437511501,-0.0006768623220153806,0.0007771572393098906,0.0007771572393098907
kvkje.rttm,0.8017419995475729,-0.7841941441708133,0.7929680718591932,0.7929680718591932
laoyl.rttm,0.6447101089644212,-0.6441455962592253,0.6444278526118232,0.6444278526118232
lbfnx.rttm,0.7163284021445545,-0.2948068035569087,0.5054458175400134,0.5054458175400134
leneg.rttm,0.7272862737477623,-0.7084298603488731,0.7177103064013263,0.7177103064013262
lilfy.rttm,0.737740045155125,0.05671111712427785,0.34051446401542357,0.34051446401542357
ljpes.rttm,0.49352467290075624,-0.27367446245262544,0.3493962709733941,0.34939627097339415
lkikz.rttm,0.5534924454112329,-0.25844972292263857,0.3220601452747245,0.3220601452747245
lscfc.rttm,0.3674072345446392,0.07441649898883772,0.0016119830584673672,0.0016119830584673774
ltgmz.rttm,0.5912955712739201,-0.5870857989369757,0.5890696772128031,0.589069677212803
luobn.rttm,0.7132460065278947,-0.00697317510753734,0.00697317510753734,0.00697317510753734
mbzht.rttm,0.635571704055573,0.1738945268001399,0.01047286481174009,0.010472864811740088
mclsr.rttm,0.8565318125519409,-0.6408035385182455,0.7484277449501251,0.748427744950125
mhwyr.rttm,0.32100233137362255,0.16646569430917177,0.0013668741372926951,0.0013668741372926927
mqtep.rttm,0.8939725244760693,-0.004482301919131586,0.007790791284701482,0.007790791284701482
mupzb.rttm,0.0865958985441748,-0.05192162545836616,0.0685914285853836,0.0685914285853836
mxdpo.rttm,0.21557580100317328,0.027040638755246166,0.0785976046678268,0.07859760466782678
mxduo.rttm,0.3584053002693052,-0.18252989547003257,0.2701788041015256,0.2701788041015256
myjoe.rttm,0.5512183692596065,-0.0014995313964386136,0.0014995313964386136,0.0014995313964386136
nitgx.rttm,0.5162182563953527,0.2944170104942502,0.0015150027908689134,0.0015150027908689115
nkqzr.rttm,0.5529005769956933,0.007214104122099181,0.0009517717077696447,0.000951771707769645
nprxc.rttm,0.6151583174570036,-0.0024975859279171113,0.00249791215387426,0.00249791215387426
nqyqm.rttm,0.24099275121859629,0.08553176018603834,0.00224084251384514,0.002240842513845134
ocfop.rttm,0.6411517164898815,-0.6408564898189681,0.6410041031544248,0.6410041031544248
olzkb.rttm,0.6366126402295854,-0.457329441690582,0.5428150273936866,0.5428150273936867
ooxlj.rttm,0.6792005069149819,-0.6792005069149819,0.6792005069149819,0.6792005069149819
optsn.rttm,0.5183701051234868,0.004149908750349816,0.0009184393446449038,0.000918439344644904
oqwpd.rttm,0.24550737299509434,0.05836578447460765,0.008075089306498764,0.008075089306498758
oubab.rttm,0.3383858530352881,0.0023196861255271764,0.00213571327169916,0.00213571327169916
ouvtt.rttm,0.272127967252821,0.03743361483168582,0.005046414768344186,0.0050464147683441886
pccww.rttm,0.12581776644474957,0.00048690996780853703,0.012805039864311344,0.012805039864311344
pgtkk.rttm,0.38826339301417595,0.036967884906257714,0.00731881763926507,0.007318817639265069
pkwrt.rttm,0.9832572378665119,-0.9092748497884283,0.9462660438274701,0.9462660438274701
poucc.rttm,0.6088048540057859,0.00031451557313045116,0.0008569393441381766,0.0008569393441381765
ptses.rttm,0.6031196820584439,-0.0008065730373939342,0.001295174177223064,0.0012951741772230638
pwnsw.rttm,0.4583497627875917,0.0030852346743215128,0.0010424780620916611,0.0010424780620916611
qajyo.rttm,0.3610561694891216,0.012346542674929491,0.16783359968825365,0.16783359968825362
qeejz.rttm,0.2637990274329923,0.09037629959755096,0.0054629249550964265,0.005462924955096425
qlrry.rttm,0.47148482931898045,0.00737115873210398,0.004943530480111826,0.004943530480111826
qoarn.rttm,0.4273014482863275,0.10118806190352325,0.0011698412358322752,0.0011698412358322795
qwepo.rttm,0.31177372496142575,0.00963872169476918,0.003273467799107579,0.0032734677991075787
qxana.rttm,0.6386841620518455,0.017179608632005308,0.001023349921348251,0.0010233499213482486
ralnu.rttm,0.510883925507858,0.027364758073449263,0.007275763036530117,0.007275763036530114
rpkso.rttm,0.5227142443877703,0.196363520197637,0.0671444316070259,0.06714443160702589
rsypp.rttm,0.5545196144978384,0.2203279643738353,0.15737738545880234,0.15737738545880234
rxulz.rttm,0.796472711113222,-0.642965913293706,0.7195647988862239,0.7195647988862239
