File,Purity,Coverage
aepyx.rttm,0.9753402048580933,0.03344365358397276
aggyz.rttm,0.9878618940555834,0.06421013512761285
aiqwk.rttm,0.9872935886903742,0.051836646946531
aorju.rttm,0.9958958089275812,0.0104474058396358
auzru.rttm,0.9894906728242238,0.014993638741138874
bgvvt.rttm,0.9943031336504189,0.0025644391142656555
bidnq.rttm,0.8648190079910225,0.010262815166385596
bjruf.rttm,0.8657246898196768,0.008355397334552405
bmsyn.rttm,0.8897789208620291,0.011229287168247688
bpzsc.rttm,0.9545602824260349,0.006249132467443949
bvqnu.rttm,0.9658218710632093,0.02235917124893335
bvyvm.rttm,1.0,0.04271677561673285
bxcfq.rttm,0.9688096316023654,0.012079068180609455
byapz.rttm,0.9906972048060151,0.031066678991813177
cadba.rttm,0.9510916924681025,0.051314168284465896
cawnd.rttm,0.9939827853344193,0.009574116399743218
clfcg.rttm,0.9916806945536372,0.04781334287802762
cpebh.rttm,1.0,0.002024086179372997
cqfmj.rttm,0.9495828218027975,0.03651629793967031
crorm.rttm,0.9981042013373875,0.003470260112929969
crylr.rttm,0.9818777448208151,0.02472115566458501
cvofp.rttm,0.9934264486561729,0.006410249761530129
cwbvu.rttm,0.8010471930154928,0.07384875638001853
dgvwu.rttm,0.9503606997877805,0.016347461231506814
diysk.rttm,0.8875547150538154,0.01478373352255687
dkabn.rttm,0.9666406094622672,0.009982897349072877
dlast.rttm,0.9775677189440717,0.013073495288447923
dohag.rttm,1.0,0.04259474869696744
duvox.rttm,0.9833143602821013,0.007354675302558165
dxbbt.rttm,0.9792079832289453,0.00663901404567748
dxokr.rttm,0.9978292739464031,0.029565288849988172
dzsef.rttm,1.0,0.025780057102379926
dzxut.rttm,0.9658087114214584,0.048008089614993026
eauve.rttm,0.8806977982059612,0.005918385329805512
eazeq.rttm,0.9181500480991457,0.028279749445568
eddje.rttm,0.8502490158947933,0.008491151898087667
eguui.rttm,0.7745567244943694,0.029414317495557497
eoyaz.rttm,0.9558475791994064,0.04137407471938798
epygx.rttm,0.9950428020028879,0.008781053969794384
eqsta.rttm,0.8642168851221134,0.014885245423440593
erslt.rttm,0.9148322920641802,0.06951523627144564
eucfa.rttm,0.9707479539911101,0.05840008914531928
euqef.rttm,1.0,0.052843560799215226
ezxso.rttm,0.9895554210420384,0.047030151145886066
fijfi.rttm,0.972705414051562,0.0072915189532781425
fowhl.rttm,0.9579085280483959,0.008981181098719789
fpfvy.rttm,0.9764461783821199,0.11022617334699743
fqrnu.rttm,0.9421500530211807,0.03322332242256095
fuzfh.rttm,0.9596809472043589,0.1237652421055388
fvhrk.rttm,1.0,0.005113189482213506
fxnwf.rttm,0.9208176796316799,0.01110967529652243
fyqoe.rttm,0.7912366523713141,0.010645251134967006
fzwtp.rttm,0.9931074761089435,0.06042516775736051
gcfwp.rttm,0.9999022032288213,0.02535355824892851
gcvrb.rttm,0.9702955225849133,0.0024232948925060507
gfneh.rttm,0.9427946055735678,0.03954356794126185
gkiki.rttm,0.9706402199528673,0.07472260408483887
gmmwm.rttm,0.9823729173034856,0.008436491451005381
gtjow.rttm,0.9971630302324046,0.0061611031293711815
gtnjb.rttm,0.9868436012491281,0.013713179083597137
gukoa.rttm,0.958858184148133,0.03932323901318138
guvqf.rttm,0.8993653560271888,0.011672371724275411
gwloo.rttm,1.0,0.0014763402934849681
gylzn.rttm,0.9952282512784703,0.008945488585366358
gyomp.rttm,1.0,0.10598827613086162
gzhwb.rttm,0.961939861381916,0.0066402795035805685
hcyak.rttm,0.975896695902486,0.03214983797604926
heolf.rttm,0.9900898545587896,0.01225889202187644
hhepf.rttm,0.9775953774605018,0.008786079128613336
hqhrb.rttm,0.9674967230905263,0.00915017438253242
iabca.rttm,0.8951380280991132,0.02518538026418108
iacod.rttm,0.9849578456355118,0.00853212675792107
ibrnm.rttm,0.9960666080275661,0.01081112674407546
ifwki.rttm,0.9518719719934011,0.007935618682175974
iiprr.rttm,0.9966225471257181,0.0063112504105909345
ikhje.rttm,0.9401942424226103,0.00971831757874084
iowob.rttm,0.9938313350581214,0.008383887599562895
isrps.rttm,0.8850104206729125,0.052584114060383665
isxwc.rttm,0.9791277724234676,0.03763116027320225
jbowg.rttm,0.9981465159700057,0.01160398087266276
jdrwl.rttm,0.9664165368387593,0.005278405503796847
jeymh.rttm,0.9927723129793381,0.01870505349170071
jgiyq.rttm,0.9997751868113797,0.008550714181975864
jjkrt.rttm,0.9223343016650001,0.008067223326507193
jjvkx.rttm,0.997964709191412,0.049131233730916414
jrfaz.rttm,0.9128546306283701,0.011285622108597846
jsbdo.rttm,0.9113343274957023,0.009444038773541524
jsymf.rttm,0.9609727642319544,0.01118832171638484
jttar.rttm,0.9975883461997936,0.015658200613421346
jwggf.rttm,0.9944297648227853,0.0056101537572161315
jxpom.rttm,0.9008080742611091,0.015816838379511686
jxydp.rttm,1.0,0.01426942901672536
jzkzt.rttm,0.9124900525418647,0.008663017743897772
kajfh.rttm,0.995413413221466,0.018949333501477914
kgjaa.rttm,0.9954312554309955,0.009423710724483204
kmjvh.rttm,0.9981298068923052,0.02837791693803275
kmunk.rttm,0.9721786253383733,0.008277534974607273
kpjud.rttm,0.921973622521296,0.06752585531191817
ktvto.rttm,0.927021552760271,0.01023373328866282
kvkje.rttm,0.9988230840395407,0.014137201504090927
kzmyi.rttm,0.9955470793157692,0.016268032514353378
laoyl.rttm,0.9470262645678983,0.010354631015722312
lbfnx.rttm,0.967732013432414,0.017812782562897686
ledhe.rttm,0.9696838210385191,0.011582049406338233
leneg.rttm,0.9769959993293398,0.00835245633247668
lhuly.rttm,0.9965520989643579,0.008525524422389727
lilfy.rttm,0.9983495683924144,0.03836532940749051
ljpes.rttm,0.9882429359262649,0.023785836898331216
lkikz.rttm,0.9845709195107463,0.002719285129150474
lpola.rttm,0.9531623754043435,0.006099800003678484
lscfc.rttm,0.9489956711213052,0.009496757911457666
ltgmz.rttm,0.987223618693863,0.022542287740757765
lubpm.rttm,1.0,0.045394957921130276
luobn.rttm,0.9615209417180121,0.026443863728992354
mbzht.rttm,0.9591916247881032,0.0493012727577754
mclsr.rttm,0.9730401104285077,0.04443066840220102
mhwyr.rttm,0.9241191803280859,0.008546285886407823
mjmgr.rttm,0.9865730216445434,0.03626447774837772
mkhie.rttm,0.9943056131239291,0.013481251913182302
mqtep.rttm,0.9921032407265956,0.030985379244214375
msbyq.rttm,0.9767831864852449,0.14034108098619166
mupzb.rttm,0.967419541183526,0.008173774381381272
mxdpo.rttm,0.9950286756931049,0.02298936709974685
mxduo.rttm,0.9973751011417212,0.009828997108048777
myjoe.rttm,0.909328536665334,0.004331439331273895
neiye.rttm,1.0,0.03195324013223398
nitgx.rttm,0.9403243143333873,0.022818857445754476
nkqzr.rttm,0.8539842777103134,0.010855630590766566
nlvdr.rttm,0.9886828005220535,0.015199168164639072
nprxc.rttm,0.8778250759636527,0.011185159489904483
nqcpi.rttm,0.9823632167423543,0.07728956250842475
nqyqm.rttm,0.9941647008526049,0.009217096717404838
ocfop.rttm,0.8559400432828945,0.0022895527763708676
ofbxh.rttm,0.9970621948288485,0.011520470605019378
olzkb.rttm,0.9540887275451189,0.01328565987647832
ooxlj.rttm,1.0,0.010418951776648562
optsn.rttm,0.93322423289947,0.008732545904229519
oqwpd.rttm,0.9695969454544281,0.017865021453046595
otmpf.rttm,1.0,0.009702512399300508
oubab.rttm,0.9121027981581314,0.008969454142268274
ouvtt.rttm,0.8836045579748725,0.0043276841757393025
pccww.rttm,0.9903669609515852,0.023779194816363012
pgtkk.rttm,0.96444482559509,0.04151194091212118
pkwrt.rttm,0.9090429362314076,0.03409382172880745
poucc.rttm,0.8815764217398163,0.007756505881102246
ppexo.rttm,1.0,0.015317265703085286
ptses.rttm,0.847774556264911,0.014909002718661739
pwnsw.rttm,0.9259770384042255,0.010480293034056103
pxqme.rttm,1.0,0.004120224104324318
pzxit.rttm,0.9630984261396377,0.01658683829566786
qadia.rttm,0.9787600722741745,0.041243641583522436
qajyo.rttm,0.9123847173878663,0.022903184135697214
qeejz.rttm,0.9712561855104461,0.05165899075452516
qlrry.rttm,0.9809453430082606,0.0180141724323223
qoarn.rttm,0.9986639895409047,0.007912932762344518
qwepo.rttm,0.8538472451745912,0.009194942560507817
qxana.rttm,0.996452645032819,0.013570933724219544
ralnu.rttm,0.8288979949410084,0.04507009932606589
rarij.rttm,0.99597873402625,0.010596110001735
rmvsh.rttm,1.0,0.03290815224358635
rpkso.rttm,0.9340915272388635,0.018047978625259847
rsypp.rttm,0.9982939909227281,0.010370175628327321
rxulz.rttm,0.9962888168090164,0.010430262078877758
ryken.rttm,0.9801548547179412,0.006103659804312224
sbrmv.rttm,0.7563136122532992,0.01785224213230882
sebyw.rttm,0.9993587489587596,0.006769238538564378
sexgc.rttm,0.9134219942582239,0.005411806532426307
sfdvy.rttm,1.0,0.005253478878274234
svxzm.rttm,1.0,0.00168985728630986
swbnm.rttm,0.9995234841384332,0.009711440611251291
sxqvt.rttm,1.0,0.012270186665548712
tbjqx.rttm,0.8774320084819532,0.012265708360204693
thnuq.rttm,0.9926025886996765,0.014424572635425183
tiido.rttm,0.8805233588095361,0.009182225193121318
tkhgs.rttm,0.9792926675278641,0.011792770126866692
tkybe.rttm,0.9958496238396398,0.007362080940140101
tnjoh.rttm,0.985185861798373,0.05978800171060114
tpnyf.rttm,0.9988985703854693,0.008152658922969415
tpslg.rttm,0.9676804549648681,0.01655139926105518
tvtoe.rttm,0.9965194246813738,0.006380004803508945
uedkc.rttm,0.9988730681932215,0.006981324307849484
uevxo.rttm,0.9785274007743523,0.04910937908728159
uhfrw.rttm,0.9388755081872143,0.010691592458537565
uicid.rttm,1.0,0.0018159043714492907
upshw.rttm,0.9944884885694837,0.01617872282508942
uqxlg.rttm,0.9791574217641972,0.06399448898156793
usqam.rttm,0.9386070210555019,0.02356739686444808
utial.rttm,0.9142621717737522,0.008733389804215761
vdlvr.rttm,0.9814517255405142,0.004873242849758825
vgaez.rttm,0.9567589722203358,0.03504572553963394
vgevv.rttm,0.9354883292968198,0.010858593965525305
vncid.rttm,0.9957007177894494,0.013302509608920066
vtzqw.rttm,0.9879494218663913,0.023974398325159574
vuewy.rttm,0.9301752940343379,0.005129909423905137
vylyk.rttm,0.6294416243654823,0.8730964467005076
vzuru.rttm,0.9897987534780858,0.015680660019524256
wcxfk.rttm,0.6969529186446524,0.011913298417914036
wdvva.rttm,0.8099023965732844,0.030192317195641555
wemos.rttm,0.9757826256420874,0.009989125578182297
wibky.rttm,1.0,0.005585356102148977
wlfsf.rttm,0.9789763584007722,0.028654995630563868
wprog.rttm,0.9988252009288762,0.004052075540392331
wwvcs.rttm,0.9840285656537372,0.008126127124087534
wwzsk.rttm,0.9744848591999572,0.011750598852115431
xffsa.rttm,0.953612552085116,0.0056013866543851085
xggbk.rttm,0.9950890995697459,0.006678544086293918
xkgos.rttm,0.9691356897050257,0.005805202420018065
xkmqx.rttm,0.9165676767240445,0.06479206712598
xlsme.rttm,0.9983009316054519,0.007363932021380294
xlyov.rttm,1.0,0.002501357338071112
xmyyy.rttm,1.0,0.03453190983905912
xqxkt.rttm,0.9988076907586705,0.0066805155053673215
xtdcl.rttm,0.9983979336613754,0.014542838926942492
xtzoq.rttm,0.8894322811421306,0.06577364850252647
xvxwv.rttm,0.9817259399211424,0.020241021446334707
ybhwz.rttm,0.9826392227981954,0.011559063180479162
ygrip.rttm,0.9793637727083074,0.028499090352093876
ylgug.rttm,0.9997359820319932,0.003706680261831908
ylzez.rttm,0.9976566518175161,0.002150819575941994
ytmef.rttm,1.0,0.011333069104634049
ytula.rttm,0.9994921269995245,0.009887752716101173
yukhy.rttm,0.9293148613395393,0.011031705269663563
yzvon.rttm,0.9804091623923467,0.006793709076061598
zedtj.rttm,0.9990321176490684,0.006885441534475076
zehzu.rttm,0.9861409802824173,0.04942570528817739
