File,DER,Miss Duration,Speaker Error Duration,False Alarm Duration
aepyx.rttm,0.19579270016253297,0.09567786728853059,0.035835364991873536,0.03583536499187352
aggyz.rttm,0.1554899338451489,0.07803464962430591,0.0149593678536427,0.014959367853642712
aiqwk.rttm,0.19130670013850445,0.09241184787626952,0.02801823638042482,0.028018236380424826
aorju.rttm,0.43845444995732474,0.29390047740083725,0.06131593571502325,0.0613159357150233
auzru.rttm,0.048632163672892144,0.017099321676513107,0.015026183087664517,0.015026183087664517
bgvvt.rttm,0.14523845001853172,-0.06451404680096567,0.09702128432187677,0.09702128432187677
bidnq.rttm,0.21503117842056227,0.14671123056204707,0.024792023964363807,0.024792023964363814
bjruf.rttm,0.519785188503566,0.34122834756333237,0.052195328695407384,0.05219532869540744
bmsyn.rttm,0.5593961717511893,0.18772187004754393,0.1680510845879556,0.1680510845879556
bpzsc.rttm,0.08515069350297187,0.005584719470225282,0.0377983235999587,0.03779832359995871
bvqnu.rttm,0.23321270207630998,0.16163267602666267,0.008009189204719408,0.00800918920471942
bvyvm.rttm,0.2231278527957399,0.08446890452643585,0.011597803347280333,0.01159780334728034
bxcfq.rttm,0.06361322406942695,0.02934376306984518,0.0007838639690506653,0.0007838639690506627
byapz.rttm,0.19932998826431644,0.07032174334778327,0.055663515196512886,0.055663515196512886
cadba.rttm,0.27568026953361574,0.17554020290732888,0.010536795881284033,0.010536795881284021
cawnd.rttm,0.16532106134234745,0.06878229760898721,0.030059115078526183,0.030059115078526186
clfcg.rttm,0.3992175223826051,0.2428279736890186,0.018224922346062378,0.018224922346062326
cpebh.rttm,0.04048044112651731,0.017954443689589913,0.0007625528826855112,0.0007625528826855119
cqfmj.rttm,0.06539829302987187,0.009836034342613455,0.004163914854704338,0.004163914854704339
crorm.rttm,0.17706777461968642,0.056382692573243305,0.00026229258244912096,0.0002622925824491189
crylr.rttm,0.49413055335184414,0.24371115959275433,0.11143188880074026,0.11143188880074027
cvofp.rttm,0.36272216540438995,0.2112628876665373,0.07042516630733273,0.07042516630733273
cwbvu.rttm,0.11731146951421909,0.05367793515547143,0.014538840323116163,0.014538840323116161
dgvwu.rttm,0.2654847821481537,0.17048893086646424,0.025355642256902622,0.02535564225690263
diysk.rttm,0.33329736407241006,0.16914977519770552,0.06323838700331766,0.06323838700331766
dkabn.rttm,0.33814661229671855,0.20726507530383242,0.015672125467620146,0.015672125467620146
dlast.rttm,0.16037947559436727,0.06940401018782082,0.0017712967824541348,0.001771296782454132
dohag.rttm,0.2122302498738009,0.0934818273599192,0.0005032180716809803,0.0005032180716809734
duvox.rttm,0.12462951742414793,0.008727434114410232,0.05428461612512279,0.05428461612512278
dxbbt.rttm,0.12065177730696774,0.048787664783427505,0.009913782956685588,0.00991378295668559
dxokr.rttm,0.13965888485947436,0.05430749943336344,0.004691395625566662,0.0046913956255666585
dzsef.rttm,0.06400258226125644,0.029617144977733646,8.659079663539057e-05,8.659079663539091e-05
dzxut.rttm,0.3395932304038006,0.04384484692531027,0.1280528338611771,0.1280528338611771
eauve.rttm,0.11307977358797841,0.05495155403754556,0.020710298998248562,0.020710298998248555
eazeq.rttm,0.19904907000924282,0.06719688655268016,0.004990035813308674,0.004990035813308678
eddje.rttm,0.18047350812985474,0.05982881209141193,0.05512568447225828,0.05512568447225828
eguui.rttm,0.11562015367263513,0.03776963203158079,0.028136895530804826,0.02813689553080482
eoyaz.rttm,0.39879232377689317,0.3550133521439012,0.012132186224618202,0.012132186224618226
epygx.rttm,0.2657383804084485,0.04144906790297708,0.10103401473063503,0.10103401473063504
eqsta.rttm,0.2213848267030191,0.09156580052601902,0.059008843860591007,0.05900884386059102
erslt.rttm,0.23776403980907915,0.027066619274905997,0.07847567787143303,0.07847567787143303
eucfa.rttm,0.20255371981303558,0.14733835367437062,0.008308718514671326,0.008308718514671324
euqef.rttm,0.25662871287128725,-0.14906188118811883,0.19793316831683178,0.19793316831683178
ezxso.rttm,0.10994678773677016,0.033247656707674066,0.022313268892794662,0.022313268892794662
fijfi.rttm,0.11745324237070509,-0.028611522427137315,0.07085250454389383,0.07085250454389383
fowhl.rttm,0.17466137517667352,0.0708484923833943,0.03343772902162015,0.033437729021620156
fpfvy.rttm,0.159034449782048,0.04287930344275402,0.031258340005337754,0.03125834000533776
fqrnu.rttm,0.42425362224676777,0.2735555681892013,0.01712404976934573,0.01712404976934576
fuzfh.rttm,0.13298084801310958,0.057522531749283096,0.009744981564932434,0.009744981564932432
fvhrk.rttm,0.08290357897915897,0.003323147440794382,0.012766158260344149,0.01276615826034415
fxnwf.rttm,0.39746343187004124,0.0004382641419474875,0.1716173415522939,0.1716173415522939
fyqoe.rttm,0.397378745837958,0.31859961154273037,0.02436376248612654,0.024363762486126563
fzwtp.rttm,0.42815943120821165,0.04374882286467664,0.15043024296073065,0.15043024296073068
gcfwp.rttm,0.4942217762363113,0.12703957367210872,0.16176201239234633,0.16176201239234636
gcvrb.rttm,0.17137001113092118,0.036706980879342335,0.04984488637971579,0.049844886379715785
gfneh.rttm,0.0861094290657441,-0.031659602076124435,0.058102508650519046,0.058102508650519046
gkiki.rttm,0.1374509447674423,0.07947189922480616,0.0005813953488372214,0.0005813953488372141
gmmwm.rttm,0.08477771927880019,-0.0436255357274807,0.0626530979827089,0.0626530979827089
gtjow.rttm,0.23029326771169656,0.08246126114660791,0.0012810371612133331,0.001281037161213341
gtnjb.rttm,0.11286548273155396,0.07963604233499351,0.0031102825745682877,0.003110282574568289
gukoa.rttm,0.38284127813862484,0.3045155262923746,0.03523361731470792,0.035233617314707935
guvqf.rttm,0.35900719769673606,0.08390195137555984,0.11836844209852784,0.11836844209852784
gwloo.rttm,0.12072703167550623,-0.05504848723728686,0.08461829126871476,0.08461829126871476
gylzn.rttm,0.1355843076570381,0.061698153083448094,0.004544575309491018,0.004544575309491008
gyomp.rttm,0.2063709322779238,0.04014291996481971,0.010338610378187958,0.01033861037818796
gzhwb.rttm,0.30700655537157473,0.10439321108172839,0.08212201579220588,0.08212201579220588
hcyak.rttm,0.09851549276313475,0.043471708867318555,0.0073018498048289665,0.0073018498048289665
heolf.rttm,0.20340755148741363,0.05985274599542393,0.05396819221967939,0.05396819221967939
hhepf.rttm,0.1869043719274768,0.06817452628546453,0.037995320936370314,0.03799532093637033
hqhrb.rttm,0.32341883584296294,0.13237653690517784,0.029103621940780644,0.02910362194078062
iabca.rttm,0.3590259879725087,0.13764900128866017,0.0798365012886596,0.0798365012886596
iacod.rttm,0.18336983329410492,0.028751778093883948,0.049606708658677556,0.04960670865867755
ibrnm.rttm,0.1468185269637051,0.02550352557497849,0.0569525391307462,0.0569525391307462
ifwki.rttm,0.2246177403398507,0.10547475122206651,0.003578183193668552,0.00357818319366855
iiprr.rttm,0.2042493077987995,0.009481945085372112,0.09473846331333578,0.09473846331333578
ikhje.rttm,0.09852346512375461,0.027683944069430734,0.02210422693667654,0.02210422693667654
iowob.rttm,0.15355545557107547,0.05517050338454945,0.03137305925647361,0.0313730592564736
isrps.rttm,0.19158247422680366,0.11166494845360812,0.005538230240549821,0.00553823024054983
isxwc.rttm,0.07379230293025216,0.029988650433346958,0.004933966157655911,0.004933966157655908
jbowg.rttm,0.23933676780967664,0.13366027826102267,0.024689870539301884,0.02468987053930187
jdrwl.rttm,0.05655575210442868,0.03285887476254364,0.010827730964290232,0.010827730964290232
jeymh.rttm,0.20191227123290115,0.15239522399691857,0.01679114672447582,0.01679114672447585
jgiyq.rttm,0.17317197173713994,0.08261918478210503,0.008155360134003253,0.008155360134003257
jjkrt.rttm,0.20957837410705024,0.10720923400215389,0.01890478285535656,0.018904782855356555
jjvkx.rttm,0.15104012902520386,0.06843939642447155,0.00677758187086526,0.006777581870865254
jrfaz.rttm,0.224772659021377,0.11657096370052056,0.0021823208956624207,0.002182320895662406
jsbdo.rttm,0.19447586391164978,0.10485299457400502,0.022189204187334166,0.02218920418733418
jsymf.rttm,0.1359641030975248,0.016138619417284953,0.038661708510800946,0.03866170851080095
jttar.rttm,0.08055654120986652,0.020879625097885948,0.006699458365961523,0.006699458365961525
jwggf.rttm,0.13498414545017245,-0.0017792713614339936,0.06415692188136092,0.0641569218813609
jxpom.rttm,0.46046202262223235,0.19277031135976672,0.09298573947944508,0.09298573947944506
jxydp.rttm,0.17078706395348833,0.10549055232558126,0.0,0.0
